17, 4
21, 4
34, 4
35, 4
38, 4
39, 4
41, 4
44, 4
45, 4
53, 4
54, 4
59, 4
62, 4
47, 5
50, 5
1, 1
3, 1
11, 1
29, 1
31, 1
43, 1
48, 1
2, 2
6, 2
7, 2
8, 2
10, 2
14, 2
18, 2
20, 2
23, 2
26, 2
27, 2
28, 2
32, 2
33, 2
40, 2
42, 2
49, 2
55, 2
57, 2
58, 2
61, 2
4, 3
5, 3
9, 3
12, 3
16, 3
19, 3
22, 3
24, 3
25, 3
30, 3
36, 3
37, 3
46, 3
51, 3
52, 3
56, 3
60, 3
13, 4
15, 4
17, 4
21, 4
34, 4
35, 4
38, 4
39, 4
41, 4
44, 4
45, 4
53, 4
54, 4
59, 4
62, 4
47, 5
50, 5
1, 1
3, 1
11, 1
29, 1
31, 1
43, 1
48, 1
2, 2
6, 2
7, 2
8, 2
10, 2
14, 2
18, 2
20, 2
23, 2
26, 2
27, 2
28, 2
32, 2
33, 2
40, 2
42, 2
49, 2
55, 2
57, 2
58, 2
61, 2
4, 3
5, 3
9, 3
12, 3
16, 3
19, 3
22, 3
24, 3
25, 3
30, 3
36, 3
37, 3
46, 3
51, 3
52, 3
56, 3
60, 3
13, 4
15, 4
17, 4
21, 4
34, 4
35, 4
38, 4
39, 4
41, 4
44, 4
45, 4
53, 4
54, 4
59, 4
62, 4
47, 5
50, 5
1, 1
3, 1
11, 1
29, 1
31, 1
43, 1
48, 1
2, 2
6, 2
7, 2
8, 2
10, 2
14, 2
18, 2
20, 2
23, 2
26, 2
27, 2
28, 2
32, 2
33, 2
40, 2
42, 2
49, 2
55, 2
57, 2
58, 2
61, 2
4, 3
5, 3
9, 3
12, 3
16, 3
19, 3
22, 3
24, 3
25, 3
30, 3
36, 3
37, 3
46, 3
51, 3
52, 3
56, 3
60, 3
13, 4
15, 4
17, 4
21, 4
34, 4
35, 4
38, 4
39, 4
41, 4
44, 4
45, 4
53, 4
54, 4
59, 4
62, 4
47, 5
50, 5
1, 1
3, 1
11, 1
29, 1
31, 1
43, 1
48, 1
2, 2
6, 2
7, 2
8, 2
10, 2
14, 2
18, 2
20, 2
23, 2
26, 2
27, 2
28, 2
32, 2
33, 2
40, 2
42, 2
49, 2
55, 2
57, 2
58, 2
61, 2
4, 3
5, 3
9, 3
12, 3
16, 3
19, 3
22, 3
24, 3
25, 3
30, 3
36, 3
37, 3
46, 3
51, 3
52, 3
56, 3
60, 3
13, 4
15, 4
17, 4
21, 4
34, 4
35, 4
38, 4
39, 4
41, 4
44, 4
45, 4
53, 4
54, 4
59, 4
62, 4
47, 5
50, 5
1, 1
3, 1
11, 1
29, 1
31, 1
43, 1
48, 1
2, 2
6, 2
7, 2
8, 2
10, 2
14, 2
18, 2
20, 2
23, 2
26, 2
27, 2
28, 2
32, 2
33, 2
40, 2
42, 2
49, 2
55, 2
57, 2
58, 2
61, 2
4, 3
5, 3
9, 3
12, 3
16, 3
19, 3
22, 3
24, 3
25, 3
30, 3
36, 3
37, 3
46, 3
51, 3
52, 3
56, 3
60, 3
13, 4
15, 4
17, 4
21, 4
34, 4
35, 4
38, 4
39, 4
41, 4
44, 4
45, 4
53, 4
54, 4
59, 4
62, 4
47, 5
50, 5
